名称,J_shopt href,地址,city,经纬度,tel,time,北京树村丽景苑距离,北京树村丽景苑时间,北京海淀区万家灯火大厦距离,北京海淀区万家灯火大厦时间,北京海淀区上地5号咖啡厅距离,北京海淀区上地5号咖啡厅时间
长安一页咖啡馆,https://www.dianping.com/shop/G6pzOZOo5gzbLhAM,蓝溪都市花园北门8号楼一层,[西安],"108.952317,34.259764",15592039551,2023/2/6 11:46,,,,,,
光头烤肉,https://www.dianping.com/shop/k7W38OrWXVzHpcG6,劳动路小学东门旁(劳动路地铁站C1东南口步行430米),[西安],"108.910433,34.269003",15891712479,2023/2/5 20:36,,,,,,
鸺鹠商店,https://www.dianping.com/shop/l9qxibi9fPi0tRcd,民洁路3号叁伍壹壹文创园B区二楼青年车间02号,[西安],,15202977573,2023/2/5 9:43,,,,,,
粉灯牛腩牛杂煲火锅,https://www.dianping.com/shop/l6Nwrvxtp4J6lUNO,广渠路南侧44号底商,[北京],"116.462717,39.890779",67707007,2023/2/4 13:11,28.01 km,62 min,30.48 km,110 min,26.91 km,97 min
马波烤肉,https://www.dianping.com/shop/G9c5UHa0kMMiLmB2,小学习巷北巷54号,[西安],"108.607308,34.103739",13700238871,2023/2/3 13:44,,,,,,
尕胖子烤肉·清真,https://www.dianping.com/shop/G3qzqRQuTu7FCEBR,西津东路449号,[兰州],"103.788956,36.064882",13088734620,2023/1/27 17:42,,,,,,
尕蛋烤肉,https://www.dianping.com/shop/l49mNuxLon3p0yWZ,盐场路1698号庙滩子洪道桥三岔路口中国移动营业厅南行30米(兰州公路段院子旁边),[兰州],"103.828899,36.068604",,2023/1/25 19:31,,,,,,
清真有奴思烤肉店,https://www.dianping.com/shop/k3ergNkYqf9dJZlC,正宁路249号,[兰州],"103.821334,36.053369",8120154,2023/1/25 18:07,,,,,,
再回首,https://www.dianping.com/shop/G5A143A1Iu9qbiOK,张掖路街道道升巷22号（新世界百货后）,[兰州],"103.824901,36.058225",13909420985,2023/1/23 20:15,,,,,,
马三洋芋片,https://www.dianping.com/shop/Ga9z9PRpZC2CZ19N,通渭路79号,[兰州],"103.824017,36.061227",8125129,2023/1/23 20:15,,,,,,
塔斯汀中国汉堡,https://www.dianping.com/shop/k2MbPSebfcWPEQVJ,龙首北路东段353号宫园壹号宫邸二期3号楼1层102区,[西安],"108.952496,34.293033",81620520,2023/1/11 21:55,,,,,,
牛排拿铁健身工作室,https://www.dianping.com/shop/k1SMt5BzFvd9Beiw,创业路颐泉汇1号楼6楼603号,[北京],"116.314416,40.035911",13051806295,2023/1/5 13:32,1.70 km,9 min,3.75 km,20 min,0.59 km,4 min
瑞丰园庭院餐厅·白族传统家常菜,https://www.dianping.com/shop/k4xBRAmTcqPXfcnU,感通路东东客栈隔壁,[大理市],,2667956,2022/12/27 18:20,,,,,,
何贤记,https://www.dianping.com/shop/G8oE84dYiFxzOJQu,颐和园路8号畅春园食街2层01号,[北京],"116.303125,39.992654",15611248582,2022/12/27 18:17,8.46 km,24 min,10.12 km,42 min,6.60 km,27 min
新荣记,https://www.dianping.com/shop/laqCw6NFQIhbDTWg,新源南路8号院启皓北京东塔1层101,[北京],"116.456336,39.947734",65015501,2022/12/27 17:45,21.39 km,40 min,23.86 km,81 min,20.29 km,65 min
鱼清,https://www.dianping.com/shop/k6wbTm68MlSFkl14,天泽路新恒基国际大厦内一层04-05商铺,[北京],"116.467088,39.958232",65000642,2022/12/19 0:07,25.12 km,40 min,25.86 km,93 min,22.25 km,77 min
一楼一饭店,https://www.dianping.com/shop/k99WzbfKFQKuK3hj,中关村大街49号大华科技大厦北侧（小骆驼烧烤旁）,[北京],"116.322305,39.961893",17778136632,2022/12/10 20:35,11.80 km,22 min,14.50 km,44 min,8.31 km,33 min
晶丽香榭自助餐,https://www.dianping.com/shop/G57eyaKYeboRfc7L,王府井西街5号南京大饭店1楼（近百货大楼）,[北京],"116.408865,39.914523",65269388,2022/12/10 20:21,20.52 km,46 min,22.99 km,89 min,19.41 km,71 min
暖时,https://www.dianping.com/shop/G8JC8jZLYdbtszx2,梨园镇怡乐中路422号(大稿国际艺术区招商中心对面),[北京],"116.515124,39.893329",57531327,2022/12/10 20:10,43.27 km,80 min,45.28 km,133 min,41.66 km,116 min
Miao Bakery 绮妙蛋糕,https://www.dianping.com/shop/l73ML4narTK7Q1AN,惠河南街伊莎文化广场A座一层A07A,[北京],"116.496887,39.903708",18500871207,2022/12/3 12:23,31.84 km,58 min,32.58 km,113 min,28.97 km,103 min
本格寿司,https://www.dianping.com/shop/G7421F8Z0a6tQUp4,慧忠路亚运村安慧里二区4号楼临街底商,[北京],"116.408081,39.994112",64911192,2022/11/30 22:56,15.99 km,36 min,17.99 km,75 min,14.38 km,55 min
逮虾户·秘制小龙虾,https://www.dianping.com/shop/l8Z5HR4384GnwnYJ,梨园北街北杨洼小区19号商业楼B座1层,[北京],"116.668471,39.888712",15811125002,2022/11/24 19:34,43.52 km,90 min,47.16 km,138 min,43.55 km,121 min
茉酸奶,https://www.dianping.com/shop/G5KlCH0X1HsycBSM,工人体育场北路8号院3号楼1层3110-1,[北京],"116.453142,39.932608",15300019226,2022/11/23 16:12,23.14 km,45 min,25.61 km,104 min,22.03 km,76 min
民间沙水粉面馆,https://www.dianping.com/shop/l3aEUuXrOqVvUmFD,黄土岭路368号三重星都心苑7栋107房,[长沙],"112.992070,28.161900",15388912677,2022/11/20 18:42,,,,,,
通透堂中医,https://www.dianping.com/shop/G3f8VB9J3nCPcWyT,香林路香珠花园AB栋三楼301号,[深圳],"114.020479,22.537581",82528519,2022/11/14 16:02,,,,,,
蘩楼,https://www.dianping.com/shop/H4fBLuq5Ir0Olsqf,振华路118号华丽装饰大厦1楼（平安银行旁）,[深圳],"114.083390,22.544813",83206939,2022/11/13 19:15,,,,,,
汶和记粥底火锅·团建聚餐,https://www.dianping.com/shop/k6XuySLF1JAbENK0,南海大道西海明珠商业街1层3011-16号,[深圳],"113.930315,22.530742",86563109,2022/11/13 19:15,,,,,,
蘩楼,https://www.dianping.com/shop/FV8TyBx42zaVe5FV,南海大道2088号信和广场3楼（广发银行楼上）,[深圳],"113.925001,22.506437",86667067,2022/11/13 19:11,,,,,,
福气鲜活面包,https://www.dianping.com/shop/Ga3q9rt5lZDhYSQj,文心五路海岸城购物中心东区1楼131-132号,[深圳],"113.936262,22.516877",13360532152,2022/11/13 18:11,,,,,,
云中图书馆,https://www.dianping.com/shop/l6G2o5BlINyytqVn,丰润中路与永澄北路交叉口向东北50米翡翠书院售楼处二层,[北京],"116.226258,40.079559",56519999,2022/11/12 6:17,19.84 km,31 min,23.10 km,80 min,19.49 km,65 min
竹川学社·自助沉浸自习室,https://www.dianping.com/shop/G9AU2ZgjslTtXk7k,知春路豪景大厦B座11楼1101室,[北京],"116.321938,39.975387",15501019197,2022/11/11 13:37,10.37 km,23 min,10.68 km,46 min,7.17 km,29 min
我的贝果MY.BAGEL,https://www.dianping.com/shop/l9RqdhTIWOdp9Icw,富力城B区商8-17,[北京],"116.457196,39.898903",18001351912,2022/11/10 23:04,28.40 km,60 min,30.87 km,108 min,27.30 km,95 min
World Journey Coffee,https://www.dianping.com/shop/E7htphy9yg1hpfis,上地西路28号弘源·新时代F1层,[北京],"116.306358,40.038720",15810657729,2022/11/8 18:02,1.54 km,9 min,3.57 km,17 min,1.16 km,6 min
dotcom space古点空间,https://www.dianping.com/shop/k2dPN0Hcxngn03IL,花园路街道知春路7号致真大厦D座1层109(西2门门口),[北京],,83030678,2022/11/8 17:06,,,,,,
Cafe Villa,https://www.dianping.com/shop/k2dW94nlDrMEknCo,花园路金尚嘉园小区外围北侧底商,[北京],"116.367467,39.979760",62066026,2022/11/8 17:06,14.77 km,25 min,15.03 km,56 min,11.46 km,37 min
THE RADIO COFFEE,https://www.dianping.com/shop/l2NfnSRhTDkBRKwf,万柳华府北街龙园底商S-12-1,[北京],"116.293357,39.971796",62621123,2022/11/8 17:05,9.40 km,20 min,12.10 km,39 min,10.03 km,29 min
双风车咖啡馆 twin windmills,https://www.dianping.com/shop/GaSH2udXl1pk14XY,成府路63号,[北京],"116.325713,39.992863",13681390785,2022/11/8 17:05,8.12 km,20 min,12.72 km,53 min,6.64 km,29 min
初心咖啡馆,https://www.dianping.com/shop/G6sPuayLkQBY8nMd,四季青地区板井路世纪金源国际公寓69号KALCITY能量城市地下二层S247号,[北京],"116.280921,39.953787",13167359969,2022/11/8 17:03,13.90 km,23 min,16.60 km,52 min,14.53 km,41 min
六月花园咖啡馆,https://www.dianping.com/shop/Hapc1eDWAKBf6j4w,中关村东路16号院龙湖唐宁ONE2号A123号商铺,[北京],"116.334871,39.988596",62423421,2022/11/8 17:03,8.55 km,23 min,13.15 km,54 min,7.08 km,31 min
MindMaps Coffee,https://www.dianping.com/shop/G8GeUu3GYErk2ILj,玉泉山路普安店村213号（艺林丰腾会议中心旁）,[北京],,18600071157,2022/11/8 17:02,,,,,,
志业咖啡 vocation coffee,https://www.dianping.com/shop/FU0O2MrNWCKiUQyN,西山庭院东北门商业街,[北京],"116.274901,40.017962",13671122973,2022/11/8 17:02,5.43 km,17 min,7.27 km,29 min,4.97 km,22 min
OKCOFFEE 福气咖啡,https://www.dianping.com/shop/EIUygONxrEhteMsB,中关村大街甲28号海淀文化艺术大厦B座7层,[北京],"116.319736,39.976470",13811512950,2022/11/8 17:01,8.65 km,25 min,10.69 km,46 min,7.17 km,30 min
知岛书店·咖啡·自习·办公,https://www.dianping.com/shop/l22cT8TcbJcFUUYw,苏州街中关村创业大街2号楼一楼,[北京],"116.306640,39.983620",18519293112,2022/11/8 16:59,8.65 km,20 min,11.35 km,41 min,6.89 km,28 min
啾KTOY 串烧·酒屋,https://www.dianping.com/shop/H5fqQ05AwEYobASu,安定门街道花园胡同三号城市空间1921文化产业园内野风筝南侧楼内一层,[北京],"116.405015,39.947720",13521744386,2022/11/8 13:44,17.34 km,32 min,19.81 km,69 min,16.23 km,48 min
新禧粤·烧鹅,https://www.dianping.com/shop/HaOXRjGBrAavB2YU,王家园胡同16号1层6号,[北京],"116.438589,39.930770",85838385,2022/11/4 13:39,22.31 km,41 min,24.78 km,97 min,21.21 km,67 min
阿惹妞火塘·篝火彝族风情野生菌铜锅宴,https://www.dianping.com/shop/G2tprhjMq9FJbYbH,人民北路西门村委会6组水碓村24号,[大理市],"100.153962,25.696129",17787239257,2022/11/3 9:17,,,,,,
芳姐炸串儿铁板烧,https://www.dianping.com/shop/l1tAY9mfCSK3lllb,"金台路红庙北里甲14号楼1楼105号底商（近6号线金台路地铁站C口,小河南）",[北京],"116.478769,39.922177",17710140530,2022/11/2 22:19,30.34 km,55 min,31.08 km,104 min,27.47 km,94 min
fudi会员商店,https://www.dianping.com/shop/l6uZwoYwB7OoBnHd,三间房东路4号2层,[北京],"116.575422,39.923148",86488678,2022/11/2 13:41,32.31 km,67 min,34.32 km,111 min,30.70 km,94 min
晚邂荟·上海菜,https://www.dianping.com/shop/k8xn0KM3BC6T4eGO,酒仙桥路18号颐堤港1层L1-50A号,[北京],"116.491525,39.970101",84579682,2022/11/1 11:09,27.25 km,45 min,27.99 km,100 min,24.38 km,86 min
马记永·兰州牛肉面,https://www.dianping.com/shop/k16iNuaJzfQflU6i,农大南路北京华联上地购物中心B1-03号商铺,[北京],"116.311240,40.028589",13163543858,2022/10/31 19:39,2.06 km,9 min,4.13 km,20 min,0.86 km,5 min
楸园咖啡CAFE,https://www.dianping.com/shop/l2HVX6jmkj5wRpa6,人民北路有风小院旁,[大理市],"100.191610,25.639156",18213381103,2022/10/21 11:31,,,,,,
下关李氏烤卤,https://www.dianping.com/shop/k7XeFs9DtxZ0CkZc,兴国路干休所旁租房（干休所旁）,[大理市],"100.219586,25.595607",8879281,2022/10/21 11:09,,,,,,
翻豆腐,https://www.dianping.com/shop/l6hRdtTt136Aebz3,绿玉社区弘圣路6-117号,[大理市],"100.159257,25.671817",15877771778,2022/10/20 12:34,,,,,,
非凡油条,https://www.dianping.com/shop/iHAplJR5PiZeuyfB,大理古城复兴路553号,[大理市],"111.332652,40.189113",13926436831,2022/10/20 9:50,,,,,,
阿汪私家厨房,https://www.dianping.com/shop/ig9ugEdWG60LtNHw,福安巷61号（近四季客栈）,[大理市],"100.168487,25.694279",13577283430,2022/10/20 9:42,,,,,,
狂奔的潼关肉夹馍,https://www.dianping.com/shop/laFhDZSrPSq4nHGL,月溪村北路洱海门大院子村主干道秋林客栈东第2间商铺,[大理市],"100.172001,25.696936",13162182106,2022/10/19 10:45,,,,,,
CHIMIDO柴米多农场餐厅,https://www.dianping.com/shop/G1eupQ9QAGrgbSVV,叶榆路204号（叶榆路与人民路交叉口往北50米路西）,[大理市],"100.166309,25.695403",2569967,2022/10/18 14:04,,,,,,
爱膳菌锅锅,https://www.dianping.com/shop/G5i30PKCB6yRnGek,太和街道214国道阳南村纸厂旁,[大理市],"100.206661,25.620408",2695555,2022/10/18 14:04,,,,,,
山林草木酒馆 Woods and Weeds,https://www.dianping.com/shop/H4f5rTjV7PLTlIzO,人民路醉琉璃北行10米路东,[大理市],,,2022/10/18 14:03,,,,,,
普通面包社 normal bread,https://www.dianping.com/shop/k6jq8mSZsVWULog1,广武路102号,[大理市],"100.163566,25.697855",17874604151,2022/10/18 14:03,,,,,,
唐咖精品咖啡,https://www.dianping.com/shop/H2TvYuAkBBASslG7,大理镇古城人民路350号,[大理市],"100.169963,25.688813",18183729372,2022/10/18 14:02,,,,,,
柿子树咖啡馆,https://www.dianping.com/shop/l5WqSN39kTIiRSz0,护国路164号,[大理市],"100.164013,25.694155",19187899951,2022/10/18 14:02,,,,,,
海豚阿德书店,https://www.dianping.com/shop/G297FFqloTG5wVfe,苍坪街床单厂艺术区D栋2楼,[大理市],"100.165469,25.690029",2526230,2022/10/18 13:55,,,,,,
郑何适小厨,https://www.dianping.com/shop/k5D96XffBEgbfNW0,大理镇大理古城红龙井红龙巷B02商铺,[大理市],"100.160528,25.689908",13601262809,2022/10/18 10:23,,,,,,
羊台咖啡·西餐简餐,https://www.dianping.com/shop/GahBKMVNmunbnIq6,十亩喜心主屋五楼,[大理市],"100.243877,25.560547",19169075882,2022/10/17 16:05,,,,,,
BING'S,https://www.dianping.com/shop/k4qT9KqxUIP1xhX9,新民路11号,[大理市],"106.691190,35.539147",19912721804,2022/10/17 16:05,,,,,,
SEA SEE  Coffee Practice,https://www.dianping.com/shop/H4qC19r1EqelhmzU,环海西路seasee海景民宿内,[大理市],"120.381564,27.135958",19187289329,2022/10/17 16:04,,,,,,
洲咖啡 CoffeeClash,https://www.dianping.com/shop/iIr1DjIymAyqxmX1,城北村106号,[喜洲],"100.137641,25.857129",19187754349,2022/10/17 16:04,,,,,,
佩索阿田园咖啡馆,https://www.dianping.com/shop/H7LaUX2FSDM4kR2j,市坪街转角楼向东50米,[喜洲],"100.134312,25.854822",13786326339,2022/10/17 16:04,,,,,,
ONE STEP 咖啡美术馆,https://www.dianping.com/shop/l2nuuNBSJr7SZ5oe,大丽线洱朵民宿西侧二楼,[大理市],"100.149460,25.774074",19187298509,2022/10/17 16:04,,,,,,
大理双廊农民画社（鸡窝）咖啡馆,https://www.dianping.com/shop/k8l8tFT6gyGYxRdm,043乡道双廊镇伙山,[大理市],"100.219839,25.937741",15969083364,2022/10/17 16:04,,,,,,
格外小馆,https://www.dianping.com/shop/H26gjwNpz0VktugA,民族文化街,[双廊],"100.192633,25.913696",17387228078,2022/10/17 16:03,,,,,,
山茧咖啡,https://www.dianping.com/shop/k5N5Omu9RIHpQU2v,环海东路点心园餐厅东50米,[双廊],"100.183037,25.930511",19987217389,2022/10/17 16:03,,,,,,
La mure法式甜品面包店,https://www.dianping.com/shop/l4x23W4sXh1ljopM,上末村1806小镇a2-005室,[大理市],"100.181210,25.655455",13577130173,2022/10/17 14:20,,,,,,
后院西餐厅,https://www.dianping.com/shop/G4YzDSlz3Yj8XelU,洪武路大理古城城中城KTV隔壁,[大理市],"100.164000,25.694836",13565450000,2022/10/17 14:17,,,,,,
大猫面包·咖啡,https://www.dianping.com/shop/l3e0ksseFL3pFr43,东门村323号,[大理市],"100.170989,25.699976",2515312,2022/10/17 14:17,,,,,,
欢雀,https://www.dianping.com/shop/H4oQTNxVMDB2H6fw,大理古城洱海门洪武路大院子村18号漫古茶叶旁,[大理市],"100.172001,25.696936",17608728222,2022/10/17 14:17,,,,,,
云泽杜氏汤圆,https://www.dianping.com/shop/H76uYvd5ZxhRMWby,洱河北路下关镇正阳时代广场朝阳街Z3-11、Z3-12号商铺,[大理市],"100.215403,25.588079",18488709564,2022/10/16 14:18,,,,,,
下关李氏烤卤,https://www.dianping.com/shop/H7rQxsn0Vm00WlTo,中丞街寿康诊所对面,[大理市],"100.211150,25.592086",13769202537,2022/10/16 14:16,,,,,,
三月街夜市,https://www.dianping.com/shop/jGMe59U4n4Djd0Bq,观音路中和坊酒店南200米,[大理市],"100.148694,25.693371",,2022/10/16 12:48,,,,,,
Chinchin小酒馆·食堂,https://www.dianping.com/shop/G4GfmJIKZOqnrRh1,学府路31号,[大理市],"111.840024,31.777506",19187237680,2022/10/14 15:53,,,,,,
杨记饵块,https://www.dianping.com/shop/G512ylE01KFSVXtu,大理古城广武路35号,[大理市],"100.164518,25.695164",13577216648,2022/10/13 18:00,,,,,,
百米粒,https://www.dianping.com/shop/i7GdYdarQWwWUDXq,弘圣路12号,[大理市],"100.156226,25.675552",5363134,2022/10/11 19:35,,,,,,
正宗开远米线,https://www.dianping.com/shop/iLVbyztdbnmJE3W7,平等路116号(名邦客庄旁),[大理市],"100.159687,25.697893",15108665167,2022/10/11 14:35,,,,,,
正宗保山铜瓢牛肉,https://www.dianping.com/shop/k1dfjW1Yhyawz1QI,开发区五台路2号大理站正对面祥和大酒店后门,[大理市],"100.250631,25.589423",18687232225,2022/10/11 14:34,,,,,,
鸿燕老店,https://www.dianping.com/shop/k7SDx7xGZp08MiCx,复兴路311号(云南白药店对面),[大理市],,,2022/10/11 14:34,,,,,,
朴石烘焙 SIMPLE STONE BAKERY,https://www.dianping.com/shop/G9PV91qeLAhYKyn7,弘圣路19-31号,[大理市],"100.155748,25.676220",19188131931,2022/10/11 14:33,,,,,,
桃红小馆·特色大理菜·小菜小酒小馆,https://www.dianping.com/shop/k81hav5SISlWJPBq,"大理古城人民路下段420号（嘉华鲜花饼斜对面,靠近人民路和叶榆路交叉口,靠近洱海门）",[大理市],"100.167100,25.695204",19187742030,2022/10/11 14:33,,,,,,
北京王府井希尔顿酒店·秦唐中餐厅Chynna,https://www.dianping.com/shop/G3A7ACLxnCHd2xB2,王府井东街8号北京王府井希尔顿酒店5楼秦唐中餐厅,[北京],"116.413312,39.914845",58128988,2022/10/5 19:50,20.95 km,48 min,23.42 km,91 min,19.84 km,73 min
浙嵊蒸小笼·杭州小笼包,https://www.dianping.com/shop/H9wx0fPVxVlFEFSg,和平里西街11号创新楼B座地下一层B1-A9号,[北京],"116.419638,39.952255",13515850189,2022/9/29 21:43,18.72 km,35 min,21.19 km,73 min,17.61 km,51 min
鸟三郎·烧鸟,https://www.dianping.com/shop/H4nN4nR43Zs82Yl7,霄云路27号庆安大厦3层3103,[北京],"116.464822,39.959417",13581958913,2022/9/29 8:45,25.01 km,39 min,25.75 km,92 min,22.14 km,76 min
弘彩英·延吉烤肉大排档,https://www.dianping.com/shop/l1GgP3tBHINxNqMk,农展馆北路10号楼258生活广场3层,[北京],"116.467184,39.943934",13269227656,2022/9/29 8:42,22.67 km,41 min,25.14 km,83 min,21.57 km,66 min
喜乐铺炸货,https://www.dianping.com/shop/EzFag3shDEHPeeVy,方砖厂胡同2号（什刹海地铁站A1西北口步行370米）,[北京],"116.399829,39.938072",15901015891,2022/9/29 0:13,17.57 km,46 min,20.04 km,76 min,16.47 km,59 min
嗨嗨烧烤,https://www.dianping.com/shop/l7lFvXh5Ucs6nx70,月华路与环海西路交叉口,[大理市],"100.186298,25.714278",15125275272,2022/9/28 9:03,,,,,,
门框锅贴涂,https://www.dianping.com/shop/EK044kkgcSjZLmc9,廊房二条78号,[北京],"116.395418,39.896929",13452229781,2022/9/28 0:13,25.77 km,47 min,24.99 km,98 min,21.70 km,80 min
洪福亮酒家,https://www.dianping.com/shop/ifpfPfouLtd1SZ7m,南草厂街91号,[北京],"116.363250,39.937668",13520437782,2022/9/26 11:48,17.35 km,28 min,19.77 km,69 min,17.98 km,47 min
Dr.Blu按个肩吧·疼痛调理·体态矫正,https://www.dianping.com/shop/H16UafNpExpLB9YP,启阳路望京绿地中心B座商业街B1-210（地下一层）,[北京],"116.486760,40.000998",18519512316,2022/9/25 11:38,20.01 km,42 min,22.01 km,80 min,18.40 km,64 min
盡膳口福跷脚牛肉火锅,https://www.dianping.com/shop/H8Mmo4rfndyRELNQ,三里屯路19号院太古里南区1号楼3层S1-30c单元,[北京],"116.453581,39.935601",13671299193,2022/9/19 23:36,23.67 km,47 min,26.14 km,92 min,22.57 km,77 min
盡膳口福跷脚牛肉火锅,https://www.dianping.com/shop/l5eBveu3TU5dSK5m,建国门外大街1号国贸商城北区六层NL6002,[北京],"116.460554,39.912250",15010322295,2022/9/19 23:36,25.37 km,53 min,27.84 km,98 min,24.26 km,85 min
红馆,https://www.dianping.com/shop/k9tXNJaSo8MOzpML,建国门外大街1号国贸商城北区西段N17号门入口4层,[北京],"116.458415,39.912899",85716486,2022/9/19 13:14,,,27.99 km,99 min,24.41 km,85 min
鳗鱼王,https://www.dianping.com/shop/G8TY4EmAMp1Q0ZH1,遵义南路88号协泰中心二楼,[上海],"121.406325,31.204193",16601801085,2022/9/14 12:05,,,,,,
鸟小屋·烧鸟·居酒屋,https://www.dianping.com/shop/H3hoWVehmQ7TtPzo,好运街1-19号地下2层,[北京],"116.471351,39.950933",18830763869,2022/9/13 19:34,26.67 km,43 min,27.42 km,96 min,23.80 km,81 min
