名称,J_shopt href,地址,city,tel,time,北京树村丽景苑距离,北京树村丽景苑时间,北京海淀区万家灯火大厦距离,北京海淀区万家灯火大厦时间,北京海淀区上地5号咖啡厅距离,北京海淀区上地5号咖啡厅时间
星岡,https://www.dianping.com/shop/Gau5F7b0deHoVnMV,姚家园路中央公园广场A7-12,[北京],15210873557,2022/3/23 10:25,29.16 km,59 min,32.18 km,107 min,28.56 km,90 min
三姐家乡菜·菌火锅·云南菜,https://www.dianping.com/shop/ipGu3HBAdMJqdQxZ,永定河路瑞逸阁11号,[北京],18618119770,2022/3/19 13:55,15.64 km,25 min,18.35 km,63 min,16.27 km,51 min
三姐家乡菜·菌火锅·云南菜,https://www.dianping.com/shop/la6lay7NHiiaLnnM,信息路1号与上地七街交叉西北方向,[北京],18618119731,2022/3/19 13:50,2.61 km,12 min,2.43 km,16 min,1.57 km,9 min
Land Down懒得动 Cafe.Bar,https://www.dianping.com/shop/G1qY0BgubYEaUOmx,阳光上东社区5号楼底商06室,[北京],15030370234,2022/3/11 19:36,42.88 km,87 min,44.89 km,134 min,41.27 km,118 min
SOLDOUT汉堡三明治,https://www.dianping.com/shop/laHLZUWjYsX5XgnM,东大桥路8号院3号楼1层2107、2119,[北京],18600206568,2022/3/5 21:29,25.28 km,51 min,27.75 km,97 min,24.18 km,83 min
壹间自习室,https://www.dianping.com/shop/H5nv7Ic2we3ihdxv,上地东路35号院颐泉汇1号楼601室,[北京],18510926362,2022/3/5 12:22,1.74 km,9 min,3.79 km,20 min,0.63 km,4 min
MOJO,https://www.dianping.com/shop/la7kjULB1yPU1nvQ,中关村大街11号e世界财富中心A座底商,[北京],62572360,2022/3/5 10:55,7.60 km,23 min,9.63 km,41 min,6.12 km,25 min
隆延茶铺·正统奶茶,https://www.dianping.com/shop/H271hLt0IMWlTH64,学清路18学院8号写字楼E门驹然空间一层,[北京],18519039886,2022/3/5 10:50,8.24 km,23 min,11.18 km,51 min,7.13 km,32 min
L'OX by FLO福楼 · 牛牌,https://www.dianping.com/shop/l22BkBOLuv4kUarV,东三环中路7号院5号楼（千禧大酒店一层西侧）,[北京],53822881,2022/3/5 10:47,24.72 km,50 min,27.19 km,97 min,23.61 km,83 min
哈尼个旧,https://www.dianping.com/shop/Ha61bwHvJwKVqPZx,钟楼湾胡同48号（近钟鼓楼）,[北京],64013318,2022/3/5 10:47,17.14 km,36 min,19.61 km,73 min,16.03 km,54 min
乡味小厨Country Kitchen,https://www.dianping.com/shop/H84UvWKZ93ve9yWb,京广中心北京瑰丽酒店三层（近呼家楼地铁站D出口、渣打银行、朝阳剧场斜对面）,[北京],65360066,2022/3/5 10:39,23.97 km,47 min,26.44 km,93 min,22.86 km,79 min
SALOMESELECT,https://www.dianping.com/shop/H2jHUyMW7MmlhPZn,三里屯路三里屯太古里北区地下NLG-05B号铺,[北京],13025404264,2022/3/3 10:29,23.09 km,43 min,25.56 km,86 min,21.99 km,69 min
花家怡园,https://www.dianping.com/shop/laA4Z8LM8MsqzC0W,"清华西路28号（圆明园管理处旁,近圆明园地铁站A出口）",[北京],51283379,2022/2/26 12:42,6.23 km,18 min,8.26 km,35 min,4.75 km,20 min
柳叶刀烧烤,https://www.dianping.com/shop/k2KZsjxVwLk6UwTp,成府路254号,[北京],62558110,2022/2/25 21:08,7.05 km,20 min,9.09 km,38 min,5.58 km,23 min
久保屋日料,https://www.dianping.com/shop/kaHJEQRgDfttlYcQ,南三里屯路通盈中心2层21号,[北京],13581618083,2022/2/17 23:51,24.05 km,46 min,26.52 km,93 min,22.94 km,78 min
穆羽斋清真小吃,https://www.dianping.com/shop/l4J9JNcfGRfTy50L,北门仓胡同6号-29一层天泽祥美食城内,[北京],17326955573,2022/2/14 13:37,21.78 km,39 min,24.25 km,95 min,20.67 km,65 min
FestinTable佩斯汀西餐,https://www.dianping.com/shop/G46nRxIXhWXVUeit,颐和园路西苑龙湖星巴克旁,[北京],82402771,2022/2/13 13:22,5.89 km,18 min,9.48 km,33 min,6.49 km,21 min
黎明美甲美睫,https://www.dianping.com/shop/l31zh1B5sDBOi8Hs,成府路华清嘉园7号楼商务会馆6层602C,[北京],18888873521,2022/2/11 17:51,7.99 km,20 min,12.27 km,53 min,6.52 km,27 min
Mandrill,https://www.dianping.com/shop/H7IDZLWYwdtXAUCS,将台路与芳园西路交叉口东南角,[北京],84356623,2022/2/9 9:14,25.14 km,40 min,25.88 km,93 min,22.27 km,79 min
湘彬萱,https://www.dianping.com/shop/H9EZ45vE2WImZ4LL,花园路2号,[北京],18600216515,2022/1/28 13:51,14.98 km,27 min,16.10 km,60 min,12.52 km,43 min
伊丰源四季涮肉,https://www.dianping.com/shop/H71e9XHID6AjbthP,花园闸路大黄庄南里58号东瑞亿创意中心1层160室,[北京],13439992562,2022/1/25 20:39,31.95 km,67 min,33.95 km,112 min,30.34 km,96 min
金谷园饺子馆,https://www.dianping.com/shop/k3JpiHoPE4bbWqj4,北三环中路44号文教园K座南2层,[北京],,2022/1/17 13:20,14.75 km,24 min,16.25 km,61 min,11.13 km,40 min
七星园蒸汽海鲜·老川菜,https://www.dianping.com/shop/l8mZaUXS5987b0ee,慈云寺东路路西住邦2000五号楼东边,[北京],18515669727,2022/1/16 9:43,29.96 km,54 min,30.71 km,104 min,27.09 km,94 min
Story Of Flower花间集美甲美睫,https://www.dianping.com/shop/H5WYAYHnC6ZqlJWR,善缘街一号立方庭三段8层,[北京],13552673207,2022/1/14 23:56,9.85 km,20 min,12.56 km,44 min,6.78 km,29 min
虎鸟屋 Trattoria,https://www.dianping.com/shop/G6h9nqR8eVvvwUtY,农展馆北路麦子店街78号一番街东馆一层,[北京],13522437423,2022/1/14 19:41,27.52 km,45 min,25.60 km,85 min,22.02 km,68 min
PanemorFit健身,https://www.dianping.com/shop/FYlBCako4tdGClIt,顺源街3号院10号楼一层1A01号（佳亿时尚广场）,[北京],13699288900,2022/1/7 9:55,21.48 km,39 min,23.95 km,79 min,20.38 km,62 min
元古雲境,https://www.dianping.com/shop/kajQIRgRSjrFl5xr,三里屯路11号太古里北区N4座3层,[北京],13126869612,2022/1/2 14:13,23.10 km,43 min,25.57 km,85 min,22.00 km,68 min
鲸鱼悦·鱼掌门鱼火锅,https://www.dianping.com/shop/l5hxeKsfXyGnvOuO,马连洼北路8号万霖科技大厦B座106室,[北京],82708390,2021/12/31 21:23,1.95 km,8 min,3.92 km,17 min,1.81 km,8 min
浩爷羊蝎子火锅,https://www.dianping.com/shop/G315o8280uwJDkzW,双榆树一街双榆树北里甲18号,[北京],62553200,2021/12/26 14:40,12.12 km,24 min,14.82 km,47 min,7.66 km,31 min
白老虎屯 White Tiger Village,https://www.dianping.com/shop/l3XbM4S18BnGVW5D,农展北路甲5号首厚大家底商,[北京],13164207035,2021/12/18 17:17,22.90 km,42 min,25.37 km,84 min,21.80 km,68 min
韩时烤肉,https://www.dianping.com/shop/lafBBk4io429F1tS,成府路国际食尚苑步行街B区二楼,[北京],82839889,2021/12/18 10:59,7.89 km,21 min,12.14 km,51 min,6.41 km,32 min
一味一诚 · 现烤活鱼,https://www.dianping.com/shop/k9f0MD4hRc8So3zB,龙域中街昌发展万科广场4层,[北京],82170930,2021/12/17 20:47,6.31 km,20 min,3.85 km,18 min,5.92 km,29 min
OOPS!TAPA TAPA西餐厅,https://www.dianping.com/shop/l7ksspSMMyLgZXLz,建国门内大街8号中粮广场C座一层G127-129,[北京],65269633,2021/12/17 11:22,25.24 km,52 min,27.71 km,103 min,24.13 km,83 min
廣鸿港式烧腊,https://www.dianping.com/shop/H8pH0NvoDb02EGCa,高碑店乡北花园村大黄庄南里西侧1号1层金宝美食城,[北京],16507520888,2021/12/13 22:16,32.18 km,66 min,34.18 km,111 min,30.57 km,96 min
煲煲好,https://www.dianping.com/shop/H9127aL3E6ENfMmT,朝阳门北大街甲12号楼,[北京],85637848,2021/12/13 21:49,23.02 km,44 min,25.49 km,104 min,21.92 km,78 min
王府海堂 HAITANG,https://www.dianping.com/shop/H8YEDx1U3FdxWak9,王府井大街269号院王府中环西座三层306,[北京],53519993,2021/12/13 21:44,20.74 km,47 min,23.21 km,88 min,19.64 km,70 min
重庆老街小面,https://www.dianping.com/shop/H3oUnWW4SE4MWRHu,安定门内大街103号（全新大药房斜对面）,[北京],13001227377,2021/12/8 15:20,17.78 km,35 min,20.25 km,72 min,16.67 km,51 min
彭姐麻辣烫,https://www.dianping.com/shop/laPh5Niy9dXFyYH6,王庄路33号楼1层底商,[北京],13661352203,2021/12/4 20:01,7.02 km,20 min,11.27 km,47 min,5.54 km,27 min
A+毛毛毯·高温珐琅·银饰DIY,https://www.dianping.com/shop/GaFxATvlqFuxk3T0,新中东街3号东外公馆1栋707室,[北京],13146278817,2021/11/29 10:42,21.78 km,41 min,24.25 km,94 min,20.68 km,65 min
丸福日式烤肉,https://www.dianping.com/shop/k1FisZ6u7s4Puq4P,建国路SOHO现代城A座美食汇旁5米,[北京],85896221,2021/11/23 9:56,31.76 km,59 min,32.50 km,110 min,28.89 km,99 min
廣州順德菜館,https://www.dianping.com/shop/G8fiiY9gXho4aCHC,花园路牡丹园2号33号楼一层104,[北京],13717522216,2021/11/21 14:28,14.92 km,27 min,16.04 km,60 min,12.46 km,42 min
姥姥家春饼店,https://www.dianping.com/shop/k6Uz9GfHoiengfYn,花园路2号33号商业楼A-103号,[北京],17813060024,2021/11/21 11:28,14.98 km,27 min,16.10 km,60 min,12.52 km,42 min
春日花与月Lolita&JKs实体店,https://www.dianping.com/shop/H5R82THSTj2t06Ws,学清路38号BOM嘻番里2层16-18号（金码大厦B座）,[北京],17812049260,2021/11/11 19:47,8.10 km,21 min,11.74 km,52 min,6.62 km,31 min
ENCHANTING SPELL福咒·Bistro&Café,https://www.dianping.com/shop/F7IuosdXdowrZ8CZ,石桥胡同甲42号,[北京],13121574566,2021/11/5 15:00,20.10 km,45 min,22.57 km,89 min,19.00 km,65 min
芙蓉无双荣派湘菜,https://www.dianping.com/shop/H4qtBiN1rLAeo27d,金融大街丙9号威斯汀酒店一层,[北京],66007175,2021/10/29 11:53,18.84 km,35 min,21.07 km,76 min,15.95 km,59 min
伊斯坦布尔,https://www.dianping.com/shop/G8Odo91Z1u7iQbWO,新中街18号（速8悦酒店旁）,[北京],13718324288,2021/10/21 23:52,21.65 km,41 min,24.12 km,92 min,20.54 km,64 min
SWINGING弘,https://www.dianping.com/shop/iXe3U5Kt8zUw1Wy8,三里屯81号四层D401,[北京],13021202267,2021/10/18 8:50,25.37 km,52 min,27.84 km,97 min,24.27 km,83 min
老汉口·热干牛肉面,https://www.dianping.com/shop/H3GvQAYgrDJd9ZvE,水碓子中街甜水园北里7号楼底商,[北京],65000064,2021/10/18 8:41,30.32 km,53 min,31.06 km,103 min,27.45 km,93 min
荣小馆,https://www.dianping.com/shop/iD5IcS96jDqidMDc,建国门外大街2号北京银泰中心in01A座B1层,[北京],85171699,2021/10/16 13:22,26.12 km,56 min,28.59 km,103 min,25.01 km,89 min
寂川,https://www.dianping.com/shop/H73MipsA0cbsA4L2,西大望路甲2号1层101室,[北京],53395553,2021/10/16 9:26,32.23 km,59 min,32.97 km,110 min,29.36 km,99 min
光工作室 Hikaru Workshop,https://www.dianping.com/shop/l4fkx0IhcjZiENBh,世丰国际大厦1606（青年路地铁站B东北口步行260米）,[北京],13269133943,2021/10/13 13:44,30.50 km,63 min,32.50 km,108 min,28.89 km,91 min
Root Down BJ,https://www.dianping.com/shop/k19Srour127YLzbz,幸福村中路55号1层商业F,[北京],13540270767,2021/10/5 23:06,27.93 km,43 min,25.48 km,83 min,21.90 km,68 min
种春风· 湘和江浙,https://www.dianping.com/shop/l6kIQZLRXO4tkTkv,双井富力城光华北一街8-20,[北京],58241566,2021/9/25 13:21,76.56 km,70 min,82.64 km,130 min,77.19 km,114 min
文昌桥螺蛳粉,https://www.dianping.com/shop/l5PeGxfSy3NiDb3U,韦伯时代大厦C座B1层九洲风味美食街,[北京],18516853659,2021/9/22 14:02,12.35 km,25 min,15.05 km,47 min,9.38 km,36 min
Only Flowers 只和花,https://www.dianping.com/shop/H8APg1KeH3mUZ6Oo,建国门外大街银泰中心B1层东门711店旁（近地铁国贸站C口负一楼）,[北京],65210818,2021/9/19 12:14,26.05 km,55 min,28.52 km,102 min,24.94 km,88 min
元气超吉碗,https://www.dianping.com/shop/l71xKa0NpuJi7XWw,景茂街共享际1层,[北京],13585907386,2021/9/13 0:02,28.64 km,40 min,31.35 km,87 min,29.27 km,74 min
半山腰·云南菜,https://www.dianping.com/shop/l9bS8y2AF6aSiinT,东大桥路侨福芳草地购物中心C座1层L1-29号,[北京],56907186,2021/8/18 12:26,29.68 km,49 min,26.56 km,110 min,22.98 km,82 min
牛九分中式牛大排,https://www.dianping.com/shop/k1l40vji5TRcql69,西大望路21号合生汇B1,[北京],13599916989,2021/8/16 19:33,33.08 km,65 min,33.82 km,119 min,30.21 km,108 min
荣小馆,https://www.dianping.com/shop/GanZSctebDosuXwV,金城坊东街2号金融街购物中心1期2层L222,[北京],66220570,2021/8/16 12:42,20.28 km,35 min,22.07 km,78 min,16.66 km,61 min
荣小馆,https://www.dianping.com/shop/k8dvjyeziYTpwVNU,百子湾南二路与西大望路交叉路口西北角,[北京],67711725,2021/8/16 12:41,34.76 km,62 min,35.50 km,117 min,31.89 km,110 min
王胖子驴肉火烧,https://www.dianping.com/shop/k8EAL23oe1eIDAlC,鼓楼西大街76号,[北京],17301040507,2021/8/13 14:15,16.17 km,30 min,18.64 km,62 min,15.06 km,43 min
阿诚市井潮汕菜,https://www.dianping.com/shop/G99B8YuubtW2gb6d,望京街道花家地街花家地北里1号楼底商一层（潭州酒楼隔壁）,[北京],64720688,2021/8/13 14:14,23.02 km,37 min,23.00 km,85 min,19.38 km,67 min
湘容和,https://www.dianping.com/shop/H8WsIjwwrXK3jZrn,北四环中路229号海泰大厦1层（距离清华大学3.9公里）,[北京],82885668,2021/8/13 14:10,14.19 km,22 min,13.28 km,55 min,8.85 km,35 min
蒸汽披萨 Steam Pizza,https://www.dianping.com/shop/H1sU9bdY10u652m1,酒仙桥路18号颐堤港三层370380号（三层儿童乐园旁边）,[北京],84357168,2021/8/12 20:17,27.16 km,45 min,27.90 km,102 min,24.29 km,86 min
小山一花 KoyamaHana,https://www.dianping.com/shop/H6et87yRvbqjB2CE,红军营南路暖山生活B2（地下二层）,[北京],13011818657,2021/8/12 19:02,13.50 km,28 min,15.51 km,63 min,11.89 km,46 min
香港狮子山下·粤菜餐厅,https://www.dianping.com/shop/l94utJPuJx7xHK9E,"南三里屯路工体北路4号院里（洲际酒店对面,近凯富酒店）",[北京],65863948,2021/8/12 16:24,23.38 km,45 min,25.85 km,93 min,22.27 km,75 min
夕番酒場,https://www.dianping.com/shop/FeVe2zjFXkSBKxcm,麦子店西街38号三全公寓景秀俱乐部一层,[北京],18201008684,2021/8/12 12:38,22.26 km,42 min,24.73 km,83 min,21.15 km,67 min
胡同是甜的,https://www.dianping.com/shop/k7iZ9GkVqKOuFZBc,磁器库北巷8号,[北京],13261378933,2021/8/7 14:13,20.70 km,48 min,23.69 km,91 min,20.11 km,71 min
Green Option,https://www.dianping.com/shop/k97yE5fJFFt9QJXx,建国门外大街1号国贸商城北区四层NL4022,[北京],18618314118,2021/8/7 13:56,25.37 km,53 min,27.84 km,98 min,24.26 km,85 min
Moka Bros 摩卡站,https://www.dianping.com/shop/l3BylFcrUfpc0rzj,光华路9号天阶大厦一层L139A,[北京],,2021/8/7 13:53,25.77 km,52 min,28.24 km,101 min,24.67 km,85 min
鸡坤茶室,https://www.dianping.com/shop/H48iE3LOD2c1mGdP,景华北街朝阳门外大街6号新城国际1号楼103底商,[北京],65908799,2021/8/7 13:52,25.36 km,53 min,27.83 km,101 min,24.26 km,85 min
囍凤楼·港式火锅·手工茶点,https://www.dianping.com/shop/H5ilJrPWIVDtKYG0,西大望路1号温特莱中心A座L101商铺（西大望路和光华路路口）,[北京],65927708,2021/8/4 19:51,26.44 km,57 min,28.91 km,104 min,25.33 km,90 min
京A Taproom·精酿餐吧,https://www.dianping.com/shop/l1St0gksJmBZiXYh,光华路1号北京嘉里中心一层L108、L109单元,[北京],13269939015,2021/7/30 17:09,30.64 km,65 min,32.64 km,112 min,29.03 km,92 min
京A Taproom·精酿餐吧,https://www.dianping.com/shop/G6A3FuynqisbHnsS,凤凰环路凤凰汇露天广场,[北京],13263233708,2021/7/30 17:09,22.97 km,44 min,25.44 km,100 min,21.87 km,73 min
京A Taproom·精酿餐吧,https://www.dianping.com/shop/k2Ozrhwdjk6VJRtd,钱粮胡同38号（隆福寺园区19号楼）,[北京],18614099689,2021/7/30 17:09,19.64 km,44 min,22.11 km,88 min,18.54 km,66 min
元古酒馆,https://www.dianping.com/shop/l9VIR32wcT6gjtwO,三里屯路11号太古里北区N4座三层（I.T旁楼梯上三楼/N4电梯厅上三楼）,[北京],13126869612,2021/7/30 17:08,23.10 km,43 min,25.57 km,87 min,22.00 km,68 min
Mokihi No.3,https://www.dianping.com/shop/H3L5XoBHZLCJzIy6,三里屯路33号3·3大厦B1层B1003号,[北京],13685037919,2021/7/30 17:08,23.02 km,42 min,25.50 km,87 min,21.92 km,68 min
BIOSEA博泽生活美容中心,https://www.dianping.com/shop/l5lfBDwxPotQ5rpu,亦庄经济技术开发区荣华南路7号院4号楼底商,[北京],16601387503,2021/7/29 16:21,48.49 km,61 min,50.73 km,151 min,47.11 km,128 min
兰水心桥.经典莆田菜,https://www.dianping.com/shop/k33M0lJnsSmeehSz,呼家楼街道金台路金台里乙21号,[北京],15501066999,2021/7/28 19:31,30.21 km,55 min,30.96 km,106 min,27.35 km,93 min
比尔包车,https://www.dianping.com/shop/H3hdhHX12Av0fHtH,阜通西大街望京西园四区412号楼二层,[北京],64752805,2021/7/26 20:09,19.12 km,39 min,21.12 km,78 min,17.51 km,61 min
Green Option,https://www.dianping.com/shop/jzUxgRaBmnn7BjXM,科学院南路2号融科资讯中心C座B1层（近中关村南三街),[北京],62508280,2021/7/25 19:20,10.40 km,22 min,10.38 km,44 min,6.87 km,28 min
THE MISSION,https://www.dianping.com/shop/G9GTlnZMM4r4Ky5i,六里屯北里中央公园广场A7-109,[北京],65861180,2021/7/21 19:08,30.53 km,63 min,31.27 km,119 min,27.66 km,104 min
LEO by FLO福楼·艺面,https://www.dianping.com/shop/l1T3UITSN4DfrG7D,建国门外大街1号国贸商城南区地下一层SB124A、B（LV楼下）,[北京],13260285469,2021/7/21 16:14,26.14 km,56 min,28.61 km,104 min,25.04 km,89 min
壮壮酒馆 Bistro Strong,https://www.dianping.com/shop/l6rEqCcfxJcEPBa7,朝阳公园路6号蓝色港湾M175（711对面）,[北京],18610953870,2021/7/13 21:05,26.92 km,46 min,27.66 km,103 min,24.05 km,86 min
然锅料理,https://www.dianping.com/shop/k50j8AVCJu3SV710,新源南路8号启皓北京北门外底商,[北京],65916258,2021/7/12 23:11,21.39 km,41 min,23.86 km,83 min,20.29 km,65 min
板前十胜·和牛烧肉专门店,https://www.dianping.com/shop/H7wD1NByzIWMTtbi,五棵松华熙一层北门G090,[北京],18511158516,2021/7/12 23:10,16.47 km,27 min,19.18 km,70 min,17.11 km,56 min
暖暖文集,https://www.dianping.com/shop/H56LxRUXDVKmuAmz,红军营南路36号院暖山生活广场B2,[北京],,2021/7/10 23:02,39.82 km,75 min,41.83 km,128 min,38.21 km,112 min
七宝Gallery,https://www.dianping.com/shop/H4ewOzpnaFdFn001,新中街乙12号东外公馆一层101室,[北京],13031060165,2021/7/9 12:32,27.58 km,43 min,24.26 km,96 min,20.68 km,65 min
bosie,https://www.dianping.com/shop/k8nbE1qM19dav5LH,西大望路合生汇B1层,[北京],18701496489,2021/7/8 20:55,33.09 km,63 min,40.67 km,130 min,37.06 km,110 min
幽默书店,https://www.dianping.com/shop/H2NDM48THkonkdsY,吉祥里108号,[北京],18515208769,2021/7/8 9:20,22.58 km,43 min,25.05 km,98 min,21.47 km,68 min
苟市,https://www.dianping.com/shop/HaBaCii699RlFK7M,甜水园南街甜水园商务中心D座,[北京],13366272563,2021/7/7 17:22,30.51 km,56 min,31.25 km,108 min,27.64 km,95 min
鲁迅書店,https://www.dianping.com/shop/G8no6BEJgLq54uvB,阜成门内宫门口二条19号鲁迅博物馆,[北京],13581876143,2021/7/7 17:02,18.70 km,33 min,22.03 km,81 min,19.33 km,53 min
后恒河时代印度餐厅,https://www.dianping.com/shop/lagJkFbZggt8dK1h,"地铁3号线17号线工人体育场站C口北侧,海隆石油大厦二层。",[北京],64160181,2021/7/5 20:19,27.99 km,45 min,25.54 km,86 min,21.96 km,69 min
LARRY THE BIRD·烤鸡汉堡,https://www.dianping.com/shop/G77L9PNzjINNny3p,三里屯路19号院9号楼S09-1内一层S9-10单元,[北京],13021095939,2021/7/5 20:17,23.63 km,46 min,26.10 km,94 min,22.52 km,76 min
沏点cafe&wine,https://www.dianping.com/shop/EB3yWPGSTbtznc9u,"大半截胡同45号2层（大半截胡同口,万丰珠宝斜对面）",[北京],83220880,2021/7/5 19:49,17.89 km,29 min,18.86 km,66 min,15.29 km,45 min
LONG JING茶舍酒廊,https://www.dianping.com/shop/k1aisFPJO6UmhTC3,廊房头条21号院7号楼3层01号,[北京],15136570149,2021/7/5 9:34,25.53 km,47 min,24.75 km,97 min,21.46 km,79 min
叫板比萨Gung Ho,https://www.dianping.com/shop/G3mpPwrGBtL7TOit,工体东路丙2号中国红街3号楼1层,[北京],85871663,2021/7/4 12:50,28.56 km,47 min,26.11 km,88 min,22.53 km,73 min
苏小阁,https://www.dianping.com/shop/l8N889Q24dw7l3sQ,交道口南大街111号,[北京],18201688921,2021/7/4 10:05,19.13 km,37 min,21.60 km,82 min,18.03 km,58 min
無用生活空间,https://www.dianping.com/shop/H6glm3OuzayRV8Tw,美术馆后街77号文创园1-101号,[北京],57538189,2021/7/4 10:04,19.18 km,41 min,21.65 km,84 min,18.07 km,61 min
SUSU•苏苏火车头,https://www.dianping.com/shop/k2KJlZAYodJsWZjL,美术馆后街50号,[北京],64000178,2021/7/4 10:04,19.55 km,42 min,22.02 km,87 min,18.45 km,63 min
Catch Bagel,https://www.dianping.com/shop/l5KhdRMCP3nFwTCU,芳草地北巷甲1号,[北京],15010192649,2021/7/4 10:00,29.45 km,50 min,26.52 km,107 min,22.95 km,80 min
Sale Vintage,https://www.dianping.com/shop/H49iBOugWlXroeAt,辛安里胡同6号,[北京],13260224899,2021/7/4 8:29,17.61 km,39 min,20.09 km,76 min,16.51 km,57 min
